Authors,Title,Year,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address, ,article #,First Author Affiliation,first_region,first_income,Corr. Author Affiliation,,Include paper? (Y or N),"If No, why (e.g. correction, review, simulated data, previously published)",Data Country 1 (leave blank if none),Region1,Income1,Data Country 2,Data Country 3,Data Country 4,Data Country 5,Data Country 6,Data Country 7,Data Country 8,Data Country 9,Your name
"Dermond P., Melián C.J., Brodersen J.",Size-dependent tradeoffs in seasonal freshwater environments facilitate differential salmonid migration,2019,10.1186/s40462-019-0185-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077031991&doi=10.1186%2fs40462-019-0185-1&partnerID=40&md5=40585855c942036174fd45927f45e96b,"Department of Fish Ecology and Evolution, EAWAG Swiss Federal Institute of Aquatic Science and Technology, Centre of Ecology, Evolution and Biogeochemistry, Seestrasse 79, Kastanienbaum, CH-6047, Switzerland; Institute of Ecology and Evolution, Aquatic Ecology, University of Bern, Baltzerstrasse 6, Bern, CH-3012, Switzerland","Dermond, P., Department of Fish Ecology and Evolution, EAWAG Swiss Federal Institute of Aquatic Science and Technology, Centre of Ecology, Evolution and Biogeochemistry, Seestrasse 79, Kastanienbaum, CH-6047, Switzerland, Institute of Ecology and Evolution, Aquatic Ecology, University of Bern, Baltzerstrasse 6, Bern, CH-3012, Switzerland; Melián, C.J., Department of Fish Ecology and Evolution, EAWAG Swiss Federal Institute of Aquatic Science and Technology, Centre of Ecology, Evolution and Biogeochemistry, Seestrasse 79, Kastanienbaum, CH-6047, Switzerland, Institute of Ecology and Evolution, Aquatic Ecology, University of Bern, Baltzerstrasse 6, Bern, CH-3012, Switzerland; Brodersen, J., Department of Fish Ecology and Evolution, EAWAG Swiss Federal Institute of Aquatic Science and Technology, Centre of Ecology, Evolution and Biogeochemistry, Seestrasse 79, Kastanienbaum, CH-6047, Switzerland, Institute of Ecology and Evolution, Aquatic Ecology, University of Bern, Baltzerstrasse 6, Bern, CH-3012, Switzerland","Dermond, P.; Department of Fish Ecology and Evolution, Seestrasse 79, Switzerland; email: philip.dermond@eawag.ch", ,196,Switzerland,Europe_Central_Asia,High,Switzerland,,Y,,Switzerland,Europe_Central_Asia,High,,,,,,,,,Emanuel Fronhofer
"Sotillo A., Baert J.M., Müller W., Stienen E.W.M., Soares A.M.V.M., Lens L.",Time and energy costs of different foraging choices in an avian generalist species,2019,10.1186/s40462-019-0188-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077237505&doi=10.1186%2fs40462-019-0188-y&partnerID=40&md5=8bb99da40768c70e9539c74455f3f410,"Department of Biology, Terrestrial Ecology Unit, Ghent University, K.L. Ledeganckstraat 35, Ghent, 9000, Belgium; Department of Biology, CESAM - Centre for Environmental and Marine Studies, University of Aveiro, Campus de Santiago, Aveiro, 3810-193, Portugal; Department of Biology, Behavioural Ecology and Ecophysiology Group, University of Antwerp, Campus Drie Eiken, Universiteitsplein 1, Wilrijk, Antwerp, 2610, Belgium; Research Institute for Nature and Forest (INBO), Herman Teirlinckgebouw, Havenlaan 88, Brussels, 1000, Belgium","Sotillo, A., Department of Biology, Terrestrial Ecology Unit, Ghent University, K.L. Ledeganckstraat 35, Ghent, 9000, Belgium, Department of Biology, CESAM - Centre for Environmental and Marine Studies, University of Aveiro, Campus de Santiago, Aveiro, 3810-193, Portugal; Baert, J.M., Department of Biology, Terrestrial Ecology Unit, Ghent University, K.L. Ledeganckstraat 35, Ghent, 9000, Belgium, Department of Biology, Behavioural Ecology and Ecophysiology Group, University of Antwerp, Campus Drie Eiken, Universiteitsplein 1, Wilrijk, Antwerp, 2610, Belgium; Müller, W., Department of Biology, Behavioural Ecology and Ecophysiology Group, University of Antwerp, Campus Drie Eiken, Universiteitsplein 1, Wilrijk, Antwerp, 2610, Belgium; Stienen, E.W.M., Research Institute for Nature and Forest (INBO), Herman Teirlinckgebouw, Havenlaan 88, Brussels, 1000, Belgium; Soares, A.M.V.M., Department of Biology, CESAM - Centre for Environmental and Marine Studies, University of Aveiro, Campus de Santiago, Aveiro, 3810-193, Portugal; Lens, L., Department of Biology, Terrestrial Ecology Unit, Ghent University, K.L. Ledeganckstraat 35, Ghent, 9000, Belgium","Sotillo, A.; Department of Biology, K.L. Ledeganckstraat 35, Belgium; email: alejandro.sotillogonzales@ugent.be", ,197,Belgium,Europe_Central_Asia,High,Belgium,,Y,,Belgium,Europe_Central_Asia,High,,,,,,,,,Emanuel Fronhofer
"Wolz M., Klockmann M., Schmitz T., Pekár S., Bonte D., Uhl G.",Dispersal and life-history traits in a spider with rapid range expansion,2020,10.1186/s40462-019-0182-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077876355&doi=10.1186%2fs40462-019-0182-4&partnerID=40&md5=98cd068352d4eb6e46c866842ae81dad,"Zoological Institute and Museum, General and Systematic Zoology, University of Greifswald, Greifswald, Germany; Masaryk University, Brno, Czech Republic; Ghent University, Ghent, Belgium","Wolz, M., Zoological Institute and Museum, General and Systematic Zoology, University of Greifswald, Greifswald, Germany; Klockmann, M., Zoological Institute and Museum, General and Systematic Zoology, University of Greifswald, Greifswald, Germany; Schmitz, T., Zoological Institute and Museum, General and Systematic Zoology, University of Greifswald, Greifswald, Germany; Pekár, S., Masaryk University, Brno, Czech Republic; Bonte, D., Ghent University, Ghent, Belgium; Uhl, G., Zoological Institute and Museum, General and Systematic Zoology, University of Greifswald, Greifswald, Germany","Uhl, G.; Zoological Institute and Museum, Germany; email: gabriele.uhl@uni-greifswald.de", ,198,Germany,Europe_Central_Asia,High,Germany,,Y,,France,Europe_Central_Asia,High,,,,,,,,,Emanuel Fronhofer
"Chambault P., Dalleau M., Nicet J.-B., Mouquet P., Ballorain K., Jean C., Ciccione S., Bourjea J.",Contrasted habitats and individual plasticity drive the fine scale movements of juvenile green turtles in coastal ecosystems,2020,10.1186/s40462-019-0184-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077900045&doi=10.1186%2fs40462-019-0184-2&partnerID=40&md5=c4f62dd490697e6a7b6e4a7cc90bef71,"UMR MARBEC, IFREMER, CNRS, IRD, University of Montpellier, Avenue Jean Monnet, Sète, 34200, France; Centre d'Etude et de Découverte des Tortues Marines (CEDTM), 6 chemin Dubuisson, Appt. 5, Saint-Leu, La Réunion, 97436, France; GIE MAREX, 697 Chemin Surprise, La Fontaine, Saint Leu, La Réunion, 97436, France; Université de la Réunion/UMR ESPACE-DEV, Antenne SEAS-OI, 40 Avenue de Soweto, Saint-Pierre, La Réunion, 97410, France; Biodiversity French Agency, Mayotte and Glorieuses Marine Nature Parks, 6 chemin Dubuisson, Appt. 5, Saint-Leu, La Réunion, 97436, France; Kelonia l'Observatoire des Tortues Marines, 46 rue du Général de Gaulle, Saint Leu, La Réunion, 97436, France","Chambault, P., UMR MARBEC, IFREMER, CNRS, IRD, University of Montpellier, Avenue Jean Monnet, Sète, 34200, France; Dalleau, M., Centre d'Etude et de Découverte des Tortues Marines (CEDTM), 6 chemin Dubuisson, Appt. 5, Saint-Leu, La Réunion, 97436, France; Nicet, J.-B., GIE MAREX, 697 Chemin Surprise, La Fontaine, Saint Leu, La Réunion, 97436, France; Mouquet, P., Université de la Réunion/UMR ESPACE-DEV, Antenne SEAS-OI, 40 Avenue de Soweto, Saint-Pierre, La Réunion, 97410, France; Ballorain, K., Centre d'Etude et de Découverte des Tortues Marines (CEDTM), 6 chemin Dubuisson, Appt. 5, Saint-Leu, La Réunion, 97436, France, Biodiversity French Agency, Mayotte and Glorieuses Marine Nature Parks, 6 chemin Dubuisson, Appt. 5, Saint-Leu, La Réunion, 97436, France; Jean, C., Kelonia l'Observatoire des Tortues Marines, 46 rue du Général de Gaulle, Saint Leu, La Réunion, 97436, France; Ciccione, S., Kelonia l'Observatoire des Tortues Marines, 46 rue du Général de Gaulle, Saint Leu, La Réunion, 97436, France; Bourjea, J., UMR MARBEC, IFREMER, CNRS, IRD, University of Montpellier, Avenue Jean Monnet, Sète, 34200, France","Chambault, P.; UMR MARBEC, Avenue Jean Monnet, France; email: philippine.chambault@gmail.com", ,199,France,Europe_Central_Asia,High,France,,Y,,France,Europe_Central_Asia,High,,,,,,,,,Emanuel Fronhofer
"Meyer N.F.V., Moreno R., Reyna-Hurtado R., Signer J., Balkenhol N.",Towards the restoration of the Mesoamerican Biological Corridor for large mammals in Panama: Comparing multi-species occupancy to movement models,2020,10.1186/s40462-019-0186-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078304941&doi=10.1186%2fs40462-019-0186-0&partnerID=40&md5=a92118486bd9df2181aa5693fda3d5a7,"Departamento de Conservación de la Biodiversidad, El Colegio de la Frontera sur, Lerma, Campeche, Mexico; Wildlife Sciences, Faculty of Forest Sciences, University of Göttingen, Göttingen, Germany; Fundación Yaguará Panamá, Ciudad del Saber, Panama; Smithsonian Tropical Research Institute, Balboa, Ancón, Panama","Meyer, N.F.V., Departamento de Conservación de la Biodiversidad, El Colegio de la Frontera sur, Lerma, Campeche, Mexico, Wildlife Sciences, Faculty of Forest Sciences, University of Göttingen, Göttingen, Germany, Fundación Yaguará Panamá, Ciudad del Saber, Panama; Moreno, R., Fundación Yaguará Panamá, Ciudad del Saber, Panama, Smithsonian Tropical Research Institute, Balboa, Ancón, Panama; Reyna-Hurtado, R., Departamento de Conservación de la Biodiversidad, El Colegio de la Frontera sur, Lerma, Campeche, Mexico; Signer, J., Wildlife Sciences, Faculty of Forest Sciences, University of Göttingen, Göttingen, Germany; Balkenhol, N., Wildlife Sciences, Faculty of Forest Sciences, University of Göttingen, Göttingen, Germany","Meyer, N.F.V.; Departamento de Conservación de la Biodiversidad, Mexico; email: ninonmeyer@gmail.com", ,200,Mexico,Latin_America_Caribbean,Upper_Middle,Mexico,,Y,,Panama,Latin_America_Caribbean,High,,,,,,,,,Emanuel Fronhofer
"Uemura M., Perkins L.E., Zalucki M.P., Battisti A.",Movement behaviour of two social urticating caterpillars in opposite hemispheres,2020,10.1186/s40462-020-0189-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079227273&doi=10.1186%2fs40462-020-0189-x&partnerID=40&md5=0ea0bb16d55f659e38fddb07d1fa9a67,"Department of Agronomy Food, Natural Resources, Animals and Environment, University of Padova, Legnaro, Padova, 35020, Italy; School of Biological Sciences, University of Queensland, St Lucia, QLD  4072, Australia","Uemura, M., Department of Agronomy Food, Natural Resources, Animals and Environment, University of Padova, Legnaro, Padova, 35020, Italy, School of Biological Sciences, University of Queensland, St Lucia, QLD  4072, Australia; Perkins, L.E., School of Biological Sciences, University of Queensland, St Lucia, QLD  4072, Australia; Zalucki, M.P., School of Biological Sciences, University of Queensland, St Lucia, QLD  4072, Australia; Battisti, A., Department of Agronomy Food, Natural Resources, Animals and Environment, University of Padova, Legnaro, Padova, 35020, Italy","Uemura, M.; Department of Agronomy Food, Italy; email: mizuki.uemura@phd.unipd.it", ,201,Italy,Europe_Central_Asia,High,Italy,,Y,,Australia,East_Asia_Pacific,High,Italy,,,,,,,,Emanuel Fronhofer
"Goossens S., Wybouw N., Van Leeuwen T., Bonte D.",The physiology of movement,2020,10.1186/s40462-020-0192-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095258750&doi=10.1186%2fs40462-020-0192-2&partnerID=40&md5=1a816ca553dc78df631eb99f12f1182b,"Department of Biology, Ghent University, K.L. Ledeganckstraat 35, Ghent, 9000, Belgium; Laboratory of Agrozoology, Department of Plants and Crops, Ghent University, Coupure Links 653, Ghent, 9000, Belgium","Goossens, S., Department of Biology, Ghent University, K.L. Ledeganckstraat 35, Ghent, 9000, Belgium; Wybouw, N., Laboratory of Agrozoology, Department of Plants and Crops, Ghent University, Coupure Links 653, Ghent, 9000, Belgium; Van Leeuwen, T., Laboratory of Agrozoology, Department of Plants and Crops, Ghent University, Coupure Links 653, Ghent, 9000, Belgium; Bonte, D., Department of Biology, Ghent University, K.L. Ledeganckstraat 35, Ghent, 9000, Belgium","Goossens, S.; Department of Biology, K.L. Ledeganckstraat 35, Belgium; email: stevenf.goossens@ugent.be", ,202,Belgium,Europe_Central_Asia,High,Belgium,,N,review,,,,,,,,,,,,Emanuel Fronhofer
"Packmor F., Klinner T., Woodworth B.K., Eikenaar C., Schmaljohann H.",Stopover departure decisions in songbirds: Do long-distance migrants depart earlier and more independently of weather conditions than medium-distance migrants?,2020,10.1186/s40462-020-0193-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079285934&doi=10.1186%2fs40462-020-0193-1&partnerID=40&md5=6bad59b256bfdaf70587144e47d44417,"Institute of Avian Research Vogelwarte Helgoland, An der Vogelwarte 21, Wilhelmshaven, 26386, Germany; School of Natural Sciences, Bangor University, Deiniol Road, Bangor, LL57 2UW, United Kingdom; School of Biological Sciences, University of Queensland, Brisbane, QLD  4072, Australia; Institute for Biology und Environmental Sciences, Carl von Ossietzky University of Oldenburg, Carl-von-Ossietzky-Straße, Oldenburg, 26129, Germany","Packmor, F., Institute of Avian Research Vogelwarte Helgoland, An der Vogelwarte 21, Wilhelmshaven, 26386, Germany, School of Natural Sciences, Bangor University, Deiniol Road, Bangor, LL57 2UW, United Kingdom; Klinner, T., Institute of Avian Research Vogelwarte Helgoland, An der Vogelwarte 21, Wilhelmshaven, 26386, Germany; Woodworth, B.K., School of Biological Sciences, University of Queensland, Brisbane, QLD  4072, Australia; Eikenaar, C., Institute of Avian Research Vogelwarte Helgoland, An der Vogelwarte 21, Wilhelmshaven, 26386, Germany; Schmaljohann, H., Institute of Avian Research Vogelwarte Helgoland, An der Vogelwarte 21, Wilhelmshaven, 26386, Germany, Institute for Biology und Environmental Sciences, Carl von Ossietzky University of Oldenburg, Carl-von-Ossietzky-Straße, Oldenburg, 26129, Germany","Packmor, F.; Institute of Avian Research Vogelwarte Helgoland, An der Vogelwarte 21, Germany; email: f.packmor@bangor.ac.uk", ,203,Germany,Europe_Central_Asia,High,Germany,,Y,,Germany,Europe_Central_Asia,High,,,,,,,,,Emanuel Fronhofer
"Frankish C.K., Manica A., Phillips R.A.",Effects of age on foraging behavior in two closely related albatross species,2020,10.1186/s40462-020-0194-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079289751&doi=10.1186%2fs40462-020-0194-0&partnerID=40&md5=a77c1c72d422bf17da39253e29b49983,"British Antarctic Survey, Natural Environment Research Council, High Cross, Madingley Road, Cambridge, CB3 0ET, United Kingdom; Department of Zoology, University of Cambridge, Downing Street, Cambridge, CB2 3EJ, United Kingdom","Frankish, C.K., British Antarctic Survey, Natural Environment Research Council, High Cross, Madingley Road, Cambridge, CB3 0ET, United Kingdom, Department of Zoology, University of Cambridge, Downing Street, Cambridge, CB2 3EJ, United Kingdom; Manica, A., Department of Zoology, University of Cambridge, Downing Street, Cambridge, CB2 3EJ, United Kingdom; Phillips, R.A., British Antarctic Survey, Natural Environment Research Council, High Cross, Madingley Road, Cambridge, CB3 0ET, United Kingdom","Frankish, C.K.; British Antarctic Survey, High Cross, Madingley Road, United Kingdom; email: cakish36@bas.ac.uk", ,204,United Kingdom,Europe_Central_Asia,High,United Kingdom,,Y,,United Kingdom,Europe_Central_Asia,High,,,,,,,,,Emanuel Fronhofer
"Farhadinia M.S., Michelot T., Johnson P.J., Hunter L.T.B., MacDonald D.W.",Understanding decision making in a food-caching predator using hidden Markov models,2020,10.1186/s40462-020-0195-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079271096&doi=10.1186%2fs40462-020-0195-z&partnerID=40&md5=059b462002756b6673a880cf97527c23,"Oxford Martin School, Department of Zoology, University of Oxford, 34 Broad St, Oxford, OX1 3BD, United Kingdom; School of Mathematics and Statistics, University of St Andrews, The Observatory Buchanan Gardens, St Andrews, KY169LZ, United Kingdom; Wildlife Conservation Research Unit, Department of Zoology, University of Oxford, Tubney House, Oxford, Oxfordshire  OX13 5QL, United Kingdom; Wildlife Conservation Society, Bronx, NY  10460, United States; School of Life Sciences, Westville Campus, University of KwaZulu-Natal, Durban, South Africa","Farhadinia, M.S., Oxford Martin School, Department of Zoology, University of Oxford, 34 Broad St, Oxford, OX1 3BD, United Kingdom; Michelot, T., School of Mathematics and Statistics, University of St Andrews, The Observatory Buchanan Gardens, St Andrews, KY169LZ, United Kingdom; Johnson, P.J., Wildlife Conservation Research Unit, Department of Zoology, University of Oxford, Tubney House, Oxford, Oxfordshire  OX13 5QL, United Kingdom; Hunter, L.T.B., Wildlife Conservation Society, Bronx, NY  10460, United States, School of Life Sciences, Westville Campus, University of KwaZulu-Natal, Durban, South Africa; MacDonald, D.W., Wildlife Conservation Research Unit, Department of Zoology, University of Oxford, Tubney House, Oxford, Oxfordshire  OX13 5QL, United Kingdom","Farhadinia, M.S.; Oxford Martin School, 34 Broad St, United Kingdom; email: mohammad.farhadinia@zoo.ox.ac.uk", ,205,United Kingdom,Europe_Central_Asia,High,United Kingdom,,Y,,Iran,Middle_East_North_Africa,Lower_Middle,,,,,,,,,Emanuel Fronhofer
"Meese E.N., Lowe C.G.",Active acoustic telemetry tracking and tri-axial accelerometers reveal fine-scale movement strategies of a non-obligate ram ventilator,2020,10.1186/s40462-020-0191-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079420617&doi=10.1186%2fs40462-020-0191-3&partnerID=40&md5=e775e9260ad9fd1f8a7421a3f3803f07,"Department of Biological Sciences, Csulb Shark Lab, Long Beach, CA  90840, United States; Texas AandM University Galveston, 1001 Texas Clipper Road, Galveston, TX  77551, United States","Meese, E.N., Department of Biological Sciences, Csulb Shark Lab, Long Beach, CA  90840, United States, Texas AandM University Galveston, 1001 Texas Clipper Road, Galveston, TX  77551, United States; Lowe, C.G., Department of Biological Sciences, Csulb Shark Lab, Long Beach, CA  90840, United States","Meese, E.N.; Department of Biological Sciences, United States; email: emily.n.meese@gmail.com", ,206,United States,North_America,High,United States,,Y,,United States,North_America,High,,,,,,,,,Emanuel Fronhofer
"Hadjikyriakou T.G., Nwankwo E.C., Virani M.Z., Kirschel A.N.G.","Habitat availability influences migration speed, refueling patterns and seasonal flyways of a fly-and-forage migrant",2020,10.1186/s40462-020-0190-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081233061&doi=10.1186%2fs40462-020-0190-4&partnerID=40&md5=71a649cb005e01690cc3fd76d01c8d26,"Department of Biological Sciences, University of Cyprus, PO Box 20537, Nicosia, 1678, Cyprus; Peregrine Fund, 5668 West Flying Hawk Lane, Boise, ID  83709, United States","Hadjikyriakou, T.G., Department of Biological Sciences, University of Cyprus, PO Box 20537, Nicosia, 1678, Cyprus; Nwankwo, E.C., Department of Biological Sciences, University of Cyprus, PO Box 20537, Nicosia, 1678, Cyprus; Virani, M.Z., Peregrine Fund, 5668 West Flying Hawk Lane, Boise, ID  83709, United States; Kirschel, A.N.G., Department of Biological Sciences, University of Cyprus, PO Box 20537, Nicosia, 1678, Cyprus","Kirschel, A.N.G.; Department of Biological Sciences, PO Box 20537, Cyprus; email: kirschel@ucy.ac.cy", ,207,Cyprus,Europe_Central_Asia,High,Cyprus,,Y,,Cyprus,Europe_Central_Asia,High,,,,,,,,,Emanuel Fronhofer
"Lidgard D.C., Bowen W.D., Iverson S.J.",Sex-differences in fine-scale home-range use in an upper-trophic level marine predator,2020,10.1186/s40462-020-0196-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099637674&doi=10.1186%2fs40462-020-0196-y&partnerID=40&md5=f7ac3972a91b202b4a0268ee8cddd57b,"Department of Biology, Dalhousie University, Halifax, NS  B3H 4J1, Canada; Population Ecology Division, Bedford Institute of Oceanography, Department of Fisheries and Oceans, Dartmouth, NS  B2Y 4A2, Canada","Lidgard, D.C., Department of Biology, Dalhousie University, Halifax, NS  B3H 4J1, Canada, Population Ecology Division, Bedford Institute of Oceanography, Department of Fisheries and Oceans, Dartmouth, NS  B2Y 4A2, Canada; Bowen, W.D., Population Ecology Division, Bedford Institute of Oceanography, Department of Fisheries and Oceans, Dartmouth, NS  B2Y 4A2, Canada; Iverson, S.J., Department of Biology, Dalhousie University, Halifax, NS  B3H 4J1, Canada","Lidgard, D.C.; Department of Biology, Canada; email: damian.lidgard@dal.ca", ,208,Canada,North_America,High,Canada,,Y,,Canada,North_America,High,,,,,,,,,Emanuel Fronhofer
Shaw A.K.,Causes and consequences of individual variation in animal movement,2020,10.1186/s40462-020-0197-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079789156&doi=10.1186%2fs40462-020-0197-x&partnerID=40&md5=87cb1097496cb9c86f7456bb49d8980a,"Department of Ecology, Evolution, and Behavior, University of Minnesota, St. Paul, MN  55108, United States","Shaw, A.K., Department of Ecology, Evolution, and Behavior, University of Minnesota, St. Paul, MN  55108, United States","Shaw, A.K.; Department of Ecology, United States; email: ashaw@umn.edu", ,209,United States,North_America,High,United States,,N,review,,,,,,,,,,,,Emanuel Fronhofer
"Garcia A.G., Godoy W.A.C., Cônsoli F.L., Ferreira C.P.",Modelling movement and stage-specific habitat preferences of a polyphagous insect pest,2020,10.1186/s40462-020-00198-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082645031&doi=10.1186%2fs40462-020-00198-7&partnerID=40&md5=9faff982045b11a83d62a7c316196103,"Department of Ecology, Evolution and Natural Resources, Rutgers-The State University of New Jersey, New Brunswick, 08901-8551, United States; Department of Entomology and Acarology, University of Saõ Paulo, ESALQ, USP, Piracicaba, 13418-900, Brazil; IBB, UNESP, Botucatu, 18618-000, Brazil","Garcia, A.G., Department of Ecology, Evolution and Natural Resources, Rutgers-The State University of New Jersey, New Brunswick, 08901-8551, United States; Godoy, W.A.C., Department of Entomology and Acarology, University of Saõ Paulo, ESALQ, USP, Piracicaba, 13418-900, Brazil; Cônsoli, F.L., Department of Entomology and Acarology, University of Saõ Paulo, ESALQ, USP, Piracicaba, 13418-900, Brazil; Ferreira, C.P., IBB, UNESP, Botucatu, 18618-000, Brazil","Garcia, A.G.; Department of Ecology, United States; email: adrianogomesgarcia@gmail.com", ,210,United States,North_America,High,United States,,N,simulation,,,,,,,,,,,,Emanuel Fronhofer
"Dinh E.T.N., Cauvin A., Orange J.P., Shuman R.M., Wisely S.M., Blackburn J.K.",Living la Vida T-LoCoH: Site fidelity of Florida ranched and wild white-tailed deer (Odocoileus virginianus) during the epizootic hemorrhagic disease virus (EHDV) transmission period,2020,10.1186/s40462-020-00200-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082117507&doi=10.1186%2fs40462-020-00200-2&partnerID=40&md5=1a9d093b5140e7cf1520994afc3efa7a,"Spatial Epidemiology and Ecology Research Laboratory, Department of Geography, University of Florida, Gainesville, FL, United States; Emerging Pathogens Institute, University of Florida, Gainesville, FL, United States; Department of Wildlife Ecology and Conservation, University of Florida, Gainesville, FL, United States; Florida Fish and Wildlife Conservation Commission, Gainesville, FL, United States","Dinh, E.T.N., Spatial Epidemiology and Ecology Research Laboratory, Department of Geography, University of Florida, Gainesville, FL, United States, Emerging Pathogens Institute, University of Florida, Gainesville, FL, United States; Cauvin, A., Department of Wildlife Ecology and Conservation, University of Florida, Gainesville, FL, United States; Orange, J.P., Spatial Epidemiology and Ecology Research Laboratory, Department of Geography, University of Florida, Gainesville, FL, United States, Emerging Pathogens Institute, University of Florida, Gainesville, FL, United States; Shuman, R.M., Florida Fish and Wildlife Conservation Commission, Gainesville, FL, United States; Wisely, S.M., Department of Wildlife Ecology and Conservation, University of Florida, Gainesville, FL, United States; Blackburn, J.K., Spatial Epidemiology and Ecology Research Laboratory, Department of Geography, University of Florida, Gainesville, FL, United States, Emerging Pathogens Institute, University of Florida, Gainesville, FL, United States","Blackburn, J.K.; Spatial Epidemiology and Ecology Research Laboratory, United States; email: jkblackburn@ufl.edu", ,211,United States,North_America,High,United States,,Y,,United States,North_America,High,,,,,,,,,Emanuel Fronhofer
"Hostetter N.J., Royle J.A.",Movement-assisted localization from acoustic telemetry data,2020,10.1186/s40462-020-00199-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083205432&doi=10.1186%2fs40462-020-00199-6&partnerID=40&md5=f1f3bf02fd9c647d3d9381a03017e915,"Geological Survey, Patuxent Wildlife Research Center, Laurel, MD  20708, United States; Washington Cooperative Fish and Wildlife Research Unit, School of Aquatic and Fishery Sciences, University of Washington, Seattle, WA  98195, United States","Hostetter, N.J., Geological Survey, Patuxent Wildlife Research Center, Laurel, MD  20708, United States, Washington Cooperative Fish and Wildlife Research Unit, School of Aquatic and Fishery Sciences, University of Washington, Seattle, WA  98195, United States; Royle, J.A., Geological Survey, Patuxent Wildlife Research Center, Laurel, MD  20708, United States","Hostetter, N.J.; Geological Survey, United States; email: njhostet@uw.edu", ,212,United States,North_America,High,United States,,N,methods,,,,,,,,,,,,Emanuel Fronhofer
"Premier J., Fickel J., Heurich M., Kramer-Schadt S.",The boon and bane of boldness: Movement syndrome as saviour and sink for population genetic diversity,2020,10.1186/s40462-020-00204-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084757120&doi=10.1186%2fs40462-020-00204-y&partnerID=40&md5=1cc599bc6c1d387f74f357c7e548f8ba,"Department of Wildlife Ecology and Wildlife Management, Faculty of Environment and Natural Resources, University of Freiburg, Tennenbacher Straße 4, Freiburg, 79106, Germany; Leibniz Institute for Zoo and Wildlife Research (IZW), Alfred-Kowalke-Str. 17, Berlin, 10315, Germany; Department of Visitor Management and National Park Monitoring, Bavarian Forest National Park, Freyunger Str. 2, Grafenau, 94481, Germany; Institute for Biochemistry and Biology, University of Potsdam, Karl-Liebknecht-Str. 24-25, Potsdam-Golm, 14476, Germany; Department of Ecology, Technical University Berlin, Rothenburg Str. 12, Berlin, 12165, Germany","Premier, J., Department of Wildlife Ecology and Wildlife Management, Faculty of Environment and Natural Resources, University of Freiburg, Tennenbacher Straße 4, Freiburg, 79106, Germany, Leibniz Institute for Zoo and Wildlife Research (IZW), Alfred-Kowalke-Str. 17, Berlin, 10315, Germany, Department of Visitor Management and National Park Monitoring, Bavarian Forest National Park, Freyunger Str. 2, Grafenau, 94481, Germany; Fickel, J., Leibniz Institute for Zoo and Wildlife Research (IZW), Alfred-Kowalke-Str. 17, Berlin, 10315, Germany, Institute for Biochemistry and Biology, University of Potsdam, Karl-Liebknecht-Str. 24-25, Potsdam-Golm, 14476, Germany; Heurich, M., Department of Wildlife Ecology and Wildlife Management, Faculty of Environment and Natural Resources, University of Freiburg, Tennenbacher Straße 4, Freiburg, 79106, Germany, Department of Visitor Management and National Park Monitoring, Bavarian Forest National Park, Freyunger Str. 2, Grafenau, 94481, Germany; Kramer-Schadt, S., Leibniz Institute for Zoo and Wildlife Research (IZW), Alfred-Kowalke-Str. 17, Berlin, 10315, Germany, Department of Ecology, Technical University Berlin, Rothenburg Str. 12, Berlin, 12165, Germany","Premier, J.; Department of Wildlife Ecology and Wildlife Management, Tennenbacher Straße 4, Germany; email: joseph.premier@wildlife.uni-freiburg.de", ,213,Germany,Europe_Central_Asia,High,Germany,,N,simulation,,,,,,,,,,,,Emanuel Fronhofer
